Hipodrom;Kosu_No;Saat;Mesafe;Pist;Cins;Sira;At_Ismi;Yas_Cinsiyet;Orijin;Kilo;Jokey;Sahip;Antrenor;Start_No;HP;Son_6_Yaris;KGS;S20;Ganyan;AGF;Tarih
Bursa;1;14:00;1400;Kum;Handikap;1;WARRIORS PATH;4y d  a;AVERY ISLAND (USA)-WATCH THE STORM/WIN RIVER WIN (USA);63;K.YILMAZ;CİMŞİT YILDIZ;T.ATEŞ;1;59;78-3016;81;19;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;2;MEGA POWER;5y d  a;MENDIP (USA)-CARNA/DIVINE LIGHT* (JPN);61,5;E.AKKAYA;ENGİN KARABULUT;A.ÖZDENİZ;8;55;76336-9;39;11;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;3;GENÇAY NALAN;5y a k;SHERE KHAN-AKYAZILI HANDE/DAI JIN (GB);59,5;R.KETME;CİHAN ERDEM KOPAL;E.TURAN;4;51;50-0811;18;20;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;4;WOODLAND CRY;4y d  a;BLUEGRASS CAT (USA)-TAMIT (IRE)/FASTNET ROCK (AUS);55,5;E.AKPINAR;UĞUR DEMİREL;İ.CANPOLAT;6;44;912453;18;17;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;5;KUMSALIM;5y d k;MYBOYCHARLIE (IRE)-DONT MAKE ME CRY/OKAWANGO (USA);55;H.TURAN;SİNAN AKKUŞ;R.COŞKUN;2;42;074955;18;13;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;6;KING OF THE SEA;5y a  a;BLUEGRASS CAT (USA)-PICKETLINE (USA)/STREET CRY (IRE);53,5;İ.GÜREKE;ENGİN KARABULUT;A.ÖZDENİZ;9DSTercihli Start;39;874968;18;8;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;7;TOLGA REİS;4y d  a;RUN AWAY AND HIDE (USA)-TWIST LADY/WIN RIVER WIN (USA);51,5;Ç.TAŞCI;A.CEYDA FEYZULLAH;C.YILDIRIM;7;36;30-0057;60;13;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;8;KING OF ALİ;4y d  a;TOROK (IRE)-GOLDCHAIN/MENDIP (USA);51;Y.T.AKKAYA;ALİ PASO;S.BAYDAN;3;35;467043;7;14;;;08/05/2026
Bursa;1;14:00;1400;Kum;Handikap;9;PAKSUHAN;4y d  a;KING OF THE SUN-ÇALPARA/LION HEART (USA);50;E.KORKMAZ;MUSTAFA ÖKSÜZ;M.TÜRKOĞLU;5;27;688-907;32;9;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;1;BABA BATTAL;3y d  e;FINESSE-MARWARI/OFFLEE WILD (USA);59;A.MEH.ALTIN;AZİZ BECENE;İ.TURAN;6;53;645-882;14;14;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;2;PRANDELLO;3y a  e;PHOENIX OF SPAIN (IRE)-DANCING D QUEEN (IRE)/CASAMENTO** (IRE);60;M.M.BİLGİN;A.LEVENT DİLMAÇ;İ.ÇAK;2;51;6-56311;14;20;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;3;SON OF SAINT;3y d  e;TIZWAY (USA)-BİDEVİ/GOLDEN SUN;59,5;MAH.TURAN;EREN YILMAZ;T.AVCI;8;50;549615;12;19;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;4;BLACKFYRE;3y d  e;VICTOR LUDORUM (GB)-GAVEA (IRE)/OASIS DREAM (GB);55;N.AVCİ;ŞEYDA ERCAN;A.AKBULUT;3;41;24-0134;14;18;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;5;SKY CHARLIE;3y d  e;MYBOYCHARLIE (IRE)-SKY CAVALRY/LUXOR;54;B.M.MIRIK;KORHAN BERBEROĞLU;Ş.GÜMÜŞ;5;39;51659;13;17;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;6;MY LIFE FIRE;3y d  e;JUNGLE MAN-HOPE/SEA HERO (USA);53,5;O.YILDIZ;İ.SUAT KUTLU;K.ŞENGEL;4;38;0-88231;14;20;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;7;SPECIAL STAR;3y d  d;LUXOR-ASTARMA/KANEKO;50;O.ATMACA;BİRCAN AKGÜN;Ş.GÜMÜŞ;1;20;0846;28;16;;;08/05/2026
Bursa;2;14:30;2200;Cim;Handikap;8;SHARP SWORD;3y d  e;KULOĞLU-BLAZING SPEED/BIN AJWAAD (IRE);50;S.TIRPAN;ONUR TÜRKER;M.ÖZGÜL;7;9;090;7;17;;;08/05/2026
Bursa;3;15:00;2000;Kum;;1;ASLAN SAİM;3y d  e;PAPA CLEM (USA)-NORTHERN SKY/AFTER MARKET (USA);55;M.A.AKGÖBEK;SAİM GÖRMEZ;B.GÖRMEZ;3;39;303243;12;17;;;08/05/2026
Bursa;3;15:00;2000;Kum;;2;AZP STAR;3y d  e;HAKEEM (USA)-MISS TUDOR/VICTORY GALLOP (CAN);58;N.AVCİ;HASAN YAVUZEL;Y.TUNCAY;6;63;194934;14;15;;;08/05/2026
Bursa;3;15:00;2000;Kum;;3;ÇELİK MENGENE;3y a  e;BEST SOLUTION (IRE)-NASHITA (GER)/SHIROCCO (GER);58;M.ÇİÇEK;ERAY HAZAR;M.TÜRKOĞLU;1;67;3-51235;39;17;;;08/05/2026
Bursa;3;15:00;2000;Kum;;4;EGEM;3y d  e;KINOWA-DREAM FAIRY/UNACCOUNTED FOR (USA);54;O.ATMACA;GÖZDE ECE DAĞTEKİN;Y.AKBULUT;5;14;8-96074;54;12;;;08/05/2026
Bursa;3;15:00;2000;Kum;;5;GECE İZ;3y d  d;MENDIP (USA)-MISS DURU/LION HEART (USA);53;Ö.F.ÖZEN;LEVENT ŞENTÜRK;A.R.AYDIN;7;38;409418;7;19;;;08/05/2026
Bursa;3;15:00;2000;Kum;;6;LAKE EAGLE;3y d  e;COOGER-EOLA/EAGLE EYED (USA);54;C.ALTUN;RECAİ NARTER;M.TÜRKOĞLU;2;32;462007;14;13;;;08/05/2026
Bursa;3;15:00;2000;Kum;;7;YILMAKENAN;3y a  e;PAPA CLEM (USA)-KÖREBE/COUNTRY REEL (USA);55;Ç.OK;AYŞE ALTIN;F.TOSUN;4;31;538473;7;15;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;1;I;2y d  e;KLIMT (USA)-ARPELLO/MY GRANDSON (GB);57;O.YILDIZ;İ.SUAT KUTLU;K.ŞENGEL;7;;4;21;19;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;2;SUPER LION;2y d  e;HEP BERABER-BOSENDRA/BOSPORUS (IRE);57;MAH.TURAN;SELİLE ELĞAÇ;AL.ÇİZİK;2;;;;20;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;3;BLUE ROYAL;2y d  d;ROYAL AVSAR (USA)-BLUE FLOWER/INVINCIBLE SON (IRE);55;C.ALTUN;ALİ YILMAZ;HÜS.KARABULUT;9DSTercihli Start;;4;21;19;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;4;ÇORLİ;2y d  d;JUNGLE MAN-MAMBO/MENDIP (USA);55;M.M.BİLGİN;METİN SİVRİ;K.KAYALIK;6;;9;21;19;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;5;GREENLIFE;2y d  d;GENERAL QUARTERS (USA)-SPECTRUM GIRL/EL CORREDOR (USA);52;R.KETME;RAMAZAN YILMAZ;EM.KAYA;4;;6;21;19;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;6;KATSURA;2y d  d;SUPER SAVER (USA)-AYN ZELİHA/AFTER MARKET (USA);55;B.M.MIRIK;FÜSUN KAVRAZLI;H.ÇALIŞKAN;5;;;;20;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;7;KRALİÇE NONİKA;2y d  d;SATONO ARES (JPN)-MASAL KIZIM/GENERAL QUARTERS (USA);55;M.ÇİÇEK;MERAL ÖZSAKCİ;A.R.AYDIN;8;;6;21;19;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;8;LILYHAMMER;2y d  d;AUTHORIZED (IRE)-LILY PASSION (GB)/SEA THE STARS (IRE);54;A.MEH.ALTIN;ÖZGÜR ALPASLAN SÜMER;HÜS.KARABULUT;1;;5;21;19;;;08/05/2026
Bursa;4;15:30;1000;Cim;Maiden;9;PİSA BY PİSANO;2y a  d;VICTOIRE PISA (JPN)-PRINCESS BERYL/YONAGUSKA (USA);55;O.ATMACA;GÖKHAN BİRLİKÇİ;C.YILDIRIM;3;;5;20;19;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;1;GÜZELNİSA;5y a k;GELİBOLU-DİZDARRANA/SANCAKBEYİ;60;E.AKPINAR;YILMAZ TANRISEVER;M.A.KAYA;19DSTercihli Start;60;156777;9;15;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;2;BENDEME;5y d k;SAADIN GÜCÜ-ZENGİN KIZ/ZENGİNOĞLU;59,5;Ö.F.ÖZEN;RECEP DİKKULE;Y.AKKILIÇ;9;57;838577;8;12;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;3;ÖZGÜR ODİN;5y d k;ODİNHAN-ÖZGÜR NAZ/ATAK;59,5;M.A.AKGÖBEK;ABDULLAH KAYA;C.T.KÖSE;5;57;5986-90;8;10;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;4;İDİLYILDIZ;6y a k;KAIZBERT (RU)-UÇANİDİL/İZBATUR;60;MAHS.TURAN;NURİ TURAN;K.TURAN;16;54;41998-0;21;16;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;5;DENİZ ADASI;4y k k;GÜRSU-ADALI KIZ/KAFKAS ŞAHI;57;N.AVCİ;ALİ EMİN;ON.ÖZELCANAT;13;51;14210-5;44;18;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;6;GEWRE;4y a k;TAYKUT-SEDA SULTAN/KAIZBERT (RU);55,5;M.ÇİÇEK;İSKENDER DEMİRCİ;H.DEMİRBAŞ;12;48;3-05103;25;18;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;7;STARCAN;4y a k;AZMİ REİS-LYDIA/BERKSOY;52,5;R.KETME;RECAİ YAVUZ;Y.GÜNDOĞDİ;4;48;5-31008;39;17;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;8;HÜMALI KIZ;4y a k;FATİH AĞA-KÜLÜNÇELİ KIZ/UÇANBEY;55;T.YILDIZ;ABDULLAH ÇİRİK;R.DEMİRDOĞAN;8;47;13310-0;25;18;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;9;ÇİLEK HÜMA;4y a k;AYABAKAN-UZUN TUĞBA/DEMİRKAZIK;54,5;C.ALTUN;YUSUF KAYA;M.A.KAYA;11;46;629004;7;12;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;10;DILDA;6y a k;JOKER-TATLI HABER/HABERBATUR;55;O.YILDIZ;ABDURRAHMAN ALTIN;A.TEMİZER;1;44;64498-0;7;9;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;11;CEMRE ATEŞİ;5y k k;AYABAKAN-AHSENKIZ/TAMERİNOĞLU;54,5;B.M.MIRIK;UFUK MISIRLIOĞLU;F.GEZİCİ;17;43;050999;19;10;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;12;HOŞ ESİNTİ;4y k k;TURBO-SONDEM/HİRATASAN;52,5;A.E.ELMAS;MUSTAFA BAYDAN;S.BAYDAN;10;42;4-08600;7;9;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;13;KOVAN;5y d k;EMBİR HAN-ZEHİREM/HABERBATUR;50;S.GÜLENYÜZLER;OKTAY SEKİN;M.A.KAYA;20DSTercihli Start;34;0-70479;14;11;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;14;AKSU NEHİR;7y a k;ÖZDURAN-AKSU/HÜRBATUR;50;S.TIRPAN;KAYA KAYA;S.AKCI;14;33;760090;25;4;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;15;UGARIT;4y k k;GELİBOLU-ÖZBEYSULTANI/HABERBATUR;52,5;O.ATMACA;HÜSEYİN YER;T.ATEŞ;15;42;537300;180;14;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;16;TATLIÇAĞ;9y a k;ALTAHA-TÜKENMEZ/HÜRBATUR;54;T.ALICI;DİLEK BURAN;R.COŞKUN;2;42;7718-00;7;17;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;17;THORADA;4y a k;THOR-ADANUS/HABERBATUR;51,5;E.BOZDAĞ;ADİL TURAN;K.TURAN;6;40;840-258;14;11;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;18;İLCİN HATUN;6y a k;KAIZBERT (RU)-LAMAZİ/YALAZ;51,5;Ç.TAŞCI;METE ÇELİK;U.GÖKÇE;3;37;8-39507;14;9;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;19;TUĞÇEYİM;5y k k;KURTÇABEY-GECE ATEŞİ/ATEŞTOPU;50,5;E.KORKMAZ;KAYA KAYA;S.AKCI;7;35;509799;9;6;;;08/05/2026
Bursa;5;16:00;1400;Cim;Handikap;20;SÜTLİMAN;4y a k;SONALP-OLGUNSU/ONURKAAN;50;Y.T.AKKAYA;ALİ PASO;S.BAYDAN;18;34;070-908;14;13;;;08/05/2026
Bursa;6;16:30;1400;Kum;KV;1;ALONE WOLF;5y d  a;VICTORY GALLOP (CAN)-BÖRTE/WIN RIVER WIN (USA);58,5;B.M.MIRIK;MEHMET SARP;Ş.AKDUMAN;2;91;112336;18;16;;;08/05/2026
Bursa;6;16:30;1400;Kum;KV;2;BELLICOSO;5y d  a;TIZWAY (USA)-BELLA BANDITA (USA)/DYNAFORMER (USA);58,5;T.ALICI;VOLKAN YOZGATLI;Y.GÜNDOĞDİ;6DSTercihli Start;86;942218;18;19;;;08/05/2026
Bursa;6;16:30;1400;Kum;KV;3;BORN TO RUN;5y d  a;BLUEGRASS CAT (USA)-DISTORTRESS (USA)/DISTORTED HUMOR (USA);58,5;M.ÇİÇEK;BERKE SUNGUR;A.ÖZDENİZ;1;90;1232-21;11;20;;;08/05/2026
Bursa;6;16:30;1400;Kum;KV;4;ŞEN AKYÜZ;7y d  a;POWERSCOURT (GB)-MADENCİKIZI/RED BISHOP (USA);58,5;N.ŞEN;GIYASETTİN ŞEN;U.YOĞURTCU;3;87;344533;18;17;;;08/05/2026
Bursa;6;16:30;1400;Kum;KV;5;ZOLO MUUM;7y d  a;PAPA CLEM (USA)-CONTROLLABLE/AL'S THEATRE (USA);58,5;MAHS.TURAN;ÖMER POLAT;CE.POLAT;4;103;12113-4;15;20;;;08/05/2026
Bursa;6;16:30;1400;Kum;KV;6;SELLY SON;4y d  a;AIR VICE MARSHAL (USA)-SELLY/VICTORY GALLOP (CAN);58;M.M.BİLGİN;ERSİN BAKIR;F.TOSUN;5;92;5-12214;21;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;1;ANTIGONIA;2y a  e;KLIMT (USA)-TUĞÇE HANIM/BULLMARKET;57;M.M.BİLGİN;METİN SİVRİ;K.KAYALIK;7;;2;21;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;2;HAWK;2y d  e;KANEKO-WYONA (USA)/DECLARATION OF WAR (USA);57;M.ÇİÇEK;İSHAK ŞAHİN;H.SUNKAR;6;;5;17;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;3;KÖSTENCELİ BEY;2y d  e;HAKEEM (USA)-ARINA ME/BOSPORUS (IRE);57;T.ALICI;BÜLENT EROL;İ.KIZILDAĞ;3;;5;21;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;4;BELLA LUNO;2y d  d;ULAN BATOR-KRALİÇE GÜL/SCARFACE;55;S.ÖZEN;SÜLEYMAN TAŞDEMİR;N.YILDIRIM;9;;7;21;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;5;LO SIENTO BB;2y d  d;GOKEN (FR)-PELEKAI (GB)/KODIAC (GB);55;N.AVCİ;İSHAK ŞAHİN;H.SUNKAR;2;;32;12;18;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;6;QOUNTM CAT;2y d  d;KLIMT (USA)-QOUNTM GIRL/MOUNTAIN CAT (USA);54;M.A.AKGÖBEK;SABRİ ALTIN;MUR.ALTIN;4;;;;20;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;7;SUGAR STORM;2y a  d;ANGEL OF DEATH-MY BABY BLUE/DAI JIN (GB);55;O.ATMACA;ÖMER ŞEKER;K.ŞENGEL;5;;8;21;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;8;WORKIN LADY;2y d  d;MENDIP (USA)-ANADOLU SULTANI/TOROK (IRE);54;A.MEH.ALTIN;İZZET ALTIN;MUR.ALTIN;8;;2;21;19;;;08/05/2026
Bursa;7;17:00;1000;Cim;Maiden;9;YÜKSEL BAŞKAN;2y d  d;KULOĞLU-LADY CHALLENGER/FASHT ELDEBL (GB);55;N.ŞEN;ULVİ YOĞURTÇU;U.YOĞURTCU;1;;;;20;;;08/05/2026
Bursa;8;17:30;1200;Cim;;1;AKSU HAN;7y k  a;TURBO-ÇİĞDEMABLA/DEMİRKAZIK;54;M.A.AKGÖBEK;AVNİ KAYA;C.T.KÖSE;9;96;5-82273;29;17;;;08/05/2026
Bursa;8;17:30;1200;Cim;;2;ELLİYEDİ;5y k  a;MADRABAZ-ABAKAY/İBOCAN;56;B.M.MIRIK;UĞUR TOKA;S.YANMAZ;13;81;413130;285;18;;;08/05/2026
Bursa;8;17:30;1200;Cim;;3;EMİRENES;7y a  a;UÇANOĞLU-SOLMAZGÜL/RİKARDO;56;N.AVCİ;METİN BİNGÖL;C.T.KÖSE;8;91;81120-0;8;17;;;08/05/2026
Bursa;8;17:30;1200;Cim;;4;KAŞMİR TAY;6y d  a;ONURKAAN-İZSÜREN/İZBATUR;56;O.GÖKÇE;VAHİT ARI;EM.KAYA;6;89;2317-06;7;17;;;08/05/2026
Bursa;8;17:30;1200;Cim;;5;MADEN DAĞI;6y k  a;KURTEL-KUZUM/BERKOŞ;56;MAHS.TURAN;AHMET ALTIN;Y.GÜNDOĞDİ;3;76;0060-00;21;10;;;08/05/2026
Bursa;8;17:30;1200;Cim;;6;MÜKREMİN;5y k  a;SONALP-MALTA KÖŞKÜ/ÖZGÜNHAN;53;R.KETME;İSMAİL ULAŞ;FER.ALTIN;4;71;32319-0;27;18;;;08/05/2026
Bursa;8;17:30;1200;Cim;;7;YEKGEL;5y a  a;GÜRSU-SİMAYCAN/CAŞ;56;O.YILDIZ;MELİS KURTEL EMİN;MEH.DEMİR;17;83;173190;184;18;;;08/05/2026
Bursa;8;17:30;1200;Cim;;8;GİDEROS;7y a k;KAIZBERT (RU)-TAKI/SERTAY;55;T.YILDIZ;CİMŞİT YILDIZ;U.GÖKÇE;5;84;757176;144;18;;;08/05/2026
Bursa;8;17:30;1200;Cim;;9;MÜZEYYEN ABLA;5y a k;EMBİR HAN-GÜLATEŞİ/ANADOLU ATEŞİ;54;F.KARAKURT;D.DENİZ KANAR;S.BAYDAN;10;84;50-0764;7;14;;;08/05/2026
Bursa;8;17:30;1200;Cim;;10;TARÇINKIZ;5y k k;ÖZHABER-KURUŞUN KIZI/TAMERİNOĞLU;54;M.M.BİLGİN;HALİL ÖZTÜRK;M.A.TURAN;2;82;64237-3;21;16;;;08/05/2026
Bursa;8;17:30;1200;Cim;;11;MOĞOLOĞLU;6y d  a;GÜRSU-MOĞOLGÜLÜ/SÜLO;56;T.ALICI;SEMA ULAŞ;M.U.TURAN;14;68;718099;190;16;;;08/05/2026
Bursa;8;17:30;1200;Cim;;12;ZIMBA GİBİ;4y a  a;BUMBAİ-BERKTEK/TEKELİOĞLU;53;İ.GÜREKE;CUMA TUMBUL;İ.TURAN;1;39;1-44367;28;15;;;08/05/2026
Bursa;8;17:30;1200;Cim;;13;ALTIN DOST;4y a  a;GÜMBÜRGÜMBÜR-ALTINARMAĞAN/ARATBEY;53;K.YILMAZ;ULAŞ YILDIZ;SEN.GÖKÇE;7;45;538-009;7;13;;;08/05/2026
Bursa;8;17:30;1200;Cim;;14;TOLSTOY;5y k  a;AYABAKAN-MENŞURE/SÜLO;56;E.BOZDAĞ;CEM ÖZBELGE;T.İBİŞ;11;39;17-0566;58;15;;;08/05/2026
Bursa;8;17:30;1200;Cim;;15;BANDIRMALI;7y a  a;AYABAKAN-OLGU/SAKARYA;52;Y.T.AKKAYA;KADRİYE DEMİR;S.BAYDAN;16;58;64138-0;21;17;;;08/05/2026
Bursa;8;17:30;1200;Cim;;16;NUSRAT ETKİSİ;6y k  a;TURBO-DENİZBOZAN/İBOCAN;56;C.ALTUN;SUDE DEMİREL;Y.GÜNDOĞDİ;15;75;642-768;93;14;;;08/05/2026
Bursa;8;17:30;1200;Cim;;17;VİZİGOT;8y k  a;KAIZBERT (RU)-SORKUN KIZ/HABERBATUR;56;O.BALKAN;MERT ÇELİK;U.GÖKÇE;12;83;643708;376;12;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;1;KAYAŞAH;4y k  a;AYTİGİN HAN-İZMİRGÜLÜ/DAĞHANBEY;58;R.KETME;KAYA KAYA;S.AKCI;14;48;255043;8;16;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;2;HARPUT MUHAFIZI;4y d  a;GELİBOLU-SEYHATÇI/TIGRES LIGHT (US);58,5;A.MEH.ALTIN;ERKUT ŞAHİN;U.YOĞURTCU;17;47;715458;19;16;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;3;GÜLALP KIZI;4y a k;BESLENEY-AZMİYE SULTAN/CAŞ;57;A.E.ELMAS;SUAT BAYBURAN;E.TURAN;9;46;374435;5;17;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;4;TEKÖMER;4y k  a;PARPALİ-ŞAHAP/ÖZGÜNHAN;57;E.AKPINAR;SEMA ULAŞ;MEH.DEMİR;20DSTercihli Start;46;311698;25;17;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;5;ALSAKİB;4y a  a;GELİBOLU-CANBANU/GÜRGÖKÇE;56,5;O.BALKAN;MAHMUT ZAMAN;U.GÖKÇE;16;45;063238;7;14;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;6;DEMİRYİĞİT;4y a  a;AYABAKAN-YOLAŞAN/ŞÖVALYE;58,5;C.ALTUN;HAKAN KAVÇİN;A.R.AYDIN;1;43;3-66042;7;12;;;08/05/2026
Bursa;9;18:00;1500;Cim;Handikap;7;ÇUKUROVA EFESİ;4y a  a;BERKSOY-HABERTAY/ÖZHABER;58;K.TOKAÇOĞLU;EYÜP ERDEMİR;Y.AKBULUT;13;42;421263;7;17;;;08/05/2026
